,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
388,2020-06-09,0.90840447,0.90699935,0.9068771,0.91294235,0.91217107,0.915502,0.9152035,0.8779284,0.87230206,0.8668474,0.8921195,0.88659006,0.9087208,0.9156665,0.83242166,0.8359259,0.8453234,0.87447107,0.89329606,0.90738446,0.91220266,0.81522924,0.8323908,0.837439,0.8365433,0.8630271,0.89451456,0.89370584,0.82605124,0.8298875,0.83795303,0.83883303,0.8449337,0.8535396,0.84486085,0.8315838,0.82414514,0.8428506,0.8558439,0.8407,0.83069485,0.814787
389,2020-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,2020-06-23,0.8930667,0.89131254,0.89300454,0.89932,0.9012755,0.90111995,0.89889127,0.8563916,0.85163,0.8568732,0.87243354,0.87071574,0.89527154,0.90006423,0.8204037,0.82298267,0.829399,0.86877495,0.8742623,0.8967955,0.8958016,0.8152499,0.8249577,0.83046037,0.8410166,0.8483815,0.8798085,0.88489556,0.8288027,0.8312134,0.8343379,0.83201206,0.8367924,0.8411831,0.83939594,0.83218294,0.82480675,0.84187335,0.85173965,0.8261902,0.82436806,0.8041405
391,2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,2020-07-07,0.9066888,0.7181609,0.8339691,0.8226019,0.84517604,0.80552375,0.7012804,0.884777,0.80036116,0.7816732,0.8295695,0.70989656,0.52057076,0.59738183,0.8518176,0.7462655,0.7498634,0.8836105,0.59187233,0.44772905,0.5910448,0.8230184,0.7241187,0.88583237,0.90134245,0.51596427,,0.44287577,0.8452884,0.83419913,1.0,0.92382497,0.55004174,0.49837357,0.50931054,0.8661011,0.86743003,1.0,1.0,0.6549084,0.89611113,0.9341872
393,2020-07-14,0.9066888,0.7181609,0.8339691,0.8226019,0.84517604,0.80552375,0.7012804,0.884777,0.80036116,0.7816732,0.8295695,0.70989656,0.52057076,0.59738183,0.8518176,0.7462655,0.7498634,0.8836105,0.59187233,0.44772905,0.5910448,0.8230184,0.7241187,0.88583237,0.90134245,0.51596427,,0.44287577,0.8452884,0.83419913,1.0,0.92382497,0.55004174,0.49837357,0.50931054,0.8661011,0.86743003,1.0,1.0,0.6549084,0.89611113,0.9341872
394,2020-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,2020-07-28,0.8709158,0.8689676,0.8639873,0.8690765,0.8717844,0.8725294,0.8633904,0.8403718,0.8185222,0.8190991,0.8369347,0.8388133,0.858013,0.8613436,0.7891546,0.7936982,0.7983907,0.839166,0.84615386,0.8690061,0.8702744,0.7791476,0.79796326,0.8055719,0.8284396,0.8260697,0.8591513,0.8592367,0.8020049,0.81465226,0.8249114,0.8265021,0.8209856,0.8263579,0.81694156,0.81369656,0.8115537,0.8272631,0.8392768,0.813465,0.8043293,0.78912574
396,2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,2020-08-11,0.8810443,0.87719786,0.8772628,0.8800415,0.87658834,0.8731229,0.8689813,0.8455201,0.8431005,0.84137505,0.8510502,0.8561511,0.86404216,0.86827797,0.8097819,0.8137887,0.81571907,0.8510087,0.8524283,0.8698022,0.8742119,0.8039567,0.82169193,0.8178051,0.82365614,0.82947606,,,0.8249093,0.82694817,0.8341214,0.8296465,0.8237637,0.8328283,0.82816416,0.82593125,0.81930727,0.8301701,0.8365162,0.8197969,0.80934924,0.7984875
398,2020-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,2020-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,2020-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,2020-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,2020-09-15,0.8562662,0.8539411,0.8601838,0.86178005,0.8623893,0.8522157,0.83443147,0.8264483,0.82257766,0.82151914,0.8400285,0.8447744,0.842391,0.8338419,0.80705905,0.81037825,0.81707746,0.8375526,0.8299022,0.8456371,0.8496957,0.8097775,0.82572407,0.8182917,0.82518554,0.82201624,0.8522759,0.8545364,0.8394966,0.8438991,0.8477973,0.8377709,0.8260302,0.82776463,0.82170945,0.83677584,0.82960063,0.83626425,0.8398702,0.82187015,0.8103229,0.79812694
403,2020-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,2020-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,2020-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,2020-10-13,0.8621721,0.86584836,0.86381996,0.86994326,0.87238544,0.8597967,0.8566794,0.8438508,0.8542693,0.8416154,0.8509151,0.85520905,,,0.8385924,0.850671,0.8396293,0.84041417,0.8468163,0.8618936,0.8678248,0.8362542,0.8479752,0.8449126,0.84092844,0.85106134,0.8629191,0.86309516,0.843642,0.8522327,0.8520833,0.853012,0.8518587,0.8464253,0.8426877,0.8458226,0.8413347,0.8431779,0.8311704,0.8535031,0.8356569,0.8180726
407,2020-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,2020-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,2020-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,2020-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,2020-11-17,0.63960767,0.65042263,0.6246988,0.61012745,0.61236066,0.60694474,0.6136681,0.72714394,0.7409181,0.7035507,0.63625956,0.6114836,0.56795883,0.5350048,0.8216352,0.8335656,0.80462223,0.7216727,0.6660156,0.6512738,0.67505443,0.8179891,0.82390577,0.82909626,0.78297734,0.7550269,0.73013973,0.70286953,0.811446,0.8161666,0.818033,0.80592316,0.79261863,0.7814864,0.77279615,0.8161663,0.80509806,0.78441495,0.77019846,0.8195775,0.80694234,0.78924954
412,2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,2020-12-01,0.5661004,0.5281715,0.5818545,0.5728812,0.5696245,0.6466262,0.6454628,0.6987776,0.70943767,0.67516094,0.60103196,0.5852097,0.6212667,0.60959125,0.83721894,0.8379386,0.79558456,0.6690633,0.5739194,0.60251504,0.6203765,0.8364912,0.8426576,0.826949,0.7808792,0.7061767,0.6244936,0.62193334,0.8449943,0.84345996,0.8482183,0.82025105,0.7996873,0.74681073,0.7398483,0.8208584,0.81524175,0.8019296,0.7841351,0.8073138,0.8028852,0.7870432
414,2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,2020-12-15,,,,,0.58974046,0.44019124,0.377319,,,,,0.7392617,0.6956942,0.5160686,1.0,1.0,,,0.73550874,0.7926305,0.7074675,,1.0,1.0,,0.8607032,0.79403996,0.7733497,0.87938225,0.85553014,0.7736869,0.7483019,0.7262717,0.64151525,0.63393193,0.8610456,0.7788766,0.6372126,0.60228366,0.7272287,0.74020565,0.6607349
416,2020-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,2020-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,2021-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,2021-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,2021-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,2021-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,2021-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,2021-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,2021-02-16,0.40903497,0.39721996,0.40962058,0.4139339,0.42575255,0.42358738,0.3766405,0.45680955,0.4627927,0.47793815,0.43516883,0.4195815,0.4111319,0.3825072,0.5443253,0.54458886,0.5237771,0.45936728,0.422452,0.40875214,0.41363594,0.5458246,0.5525796,0.54756933,0.503025,0.4794885,0.44338349,0.44915912,0.54598475,0.5369428,0.5366596,0.5412232,0.53712523,0.5093923,0.5089058,0.5549526,0.5566776,0.5361507,0.5204061,0.54647386,0.55953926,0.5525865
425,2021-02-23,0.40903497,0.39721996,0.40962058,0.4139339,0.42575255,0.42358738,0.3766405,0.45680955,0.4627927,0.47793815,0.43516883,0.4195815,0.4111319,0.3825072,0.5443253,0.54458886,0.5237771,0.45936728,0.422452,0.40875214,0.41363594,0.5458246,0.5525796,0.54756933,0.503025,0.4794885,0.44338349,0.44915912,0.54598475,0.5369428,0.5366596,0.5412232,0.53712523,0.5093923,0.5089058,0.5549526,0.5566776,0.5361507,0.5204061,0.54647386,0.55953926,0.5525865
426,2021-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,2021-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,2021-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,2021-03-23,0.062342115,0.076198086,0.078897595,0.06908513,0.06288677,0.06484658,0.05772157,0.06748656,0.07443509,0.07089118,0.06383626,0.04870556,0.047029726,0.047683954,0.07415589,0.082924046,0.07692659,0.07793118,0.058605075,0.06160799,0.056150027,,0.08406925,0.08676006,0.08101401,0.07978436,0.07315478,0.06686267,,0.06695444,0.077886805,0.08905529,0.09846274,0.10509162,0.10019017,,,0.07028938,0.07755237,0.11309008,0.12525022,0.12321744
430,2021-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,2021-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,2021-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,2021-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,2021-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,2021-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,2021-05-25,0.899328,,,0.90975577,0.9132049,0.9141404,0.91216534,0.8689709,0.8598303,0.86253434,,0.9016074,0.9119233,0.9111282,0.8187983,0.8197691,0.83091635,0.87792766,0.89992887,0.9064244,0.9011357,0.80882215,0.81835574,0.82645166,0.8367238,0.859207,0.88201207,0.8779158,0.8163212,0.81880134,0.82578546,0.8216685,0.8316262,0.83901393,0.82985526,0.81898206,0.8080066,0.8296862,0.84250164,0.8158036,0.8119942,0.79202694
439,2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,2021-06-08,0.9037063,0.9012806,0.8981858,0.9108108,0.91761565,0.92062104,0.9179593,0.86278087,0.8517903,0.8607118,0.89758486,0.9044272,0.9141334,0.9159398,0.80814284,0.8123402,0.82192165,0.88013226,0.899222,0.9089053,0.9052545,0.79840994,0.8114648,0.8201256,0.83213156,0.85028386,0.8816731,0.87969065,0.80859786,0.8149285,0.8222797,0.8165538,0.8237901,0.82640344,0.82831913,0.81743145,0.80355537,0.8283003,0.8425129,0.80853665,0.8073747,0.7858732
441,2021-06-15,0.9037063,0.9012806,0.8981858,0.9108108,0.91761565,0.92062104,0.9179593,0.86278087,0.8517903,0.8607118,0.89758486,0.9044272,0.9141334,0.9159398,0.80814284,0.8123402,0.82192165,0.88013226,0.899222,0.9089053,0.9052545,0.79840994,0.8114648,0.8201256,0.83213156,0.85028386,0.8816731,0.87969065,0.80859786,0.8149285,0.8222797,0.8165538,0.8237901,0.82640344,0.82831913,0.81743145,0.80355537,0.8283003,0.8425129,0.80853665,0.8073747,0.7858732
442,2021-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,2021-06-29,0.8789353,0.8773636,0.87915164,0.8876922,0.8916768,0.89528406,0.8904028,0.84254783,0.82801265,0.8306249,0.8766138,0.8803095,0.8834853,0.88331556,0.78908813,0.79144347,0.7981564,0.8581625,0.87681454,0.883971,0.8806723,0.7804348,0.7881687,0.79469645,0.81881016,0.83518636,0.8623409,0.8572224,0.80397874,0.8056207,0.80280787,0.7962906,0.80473006,0.8122363,0.80659264,0.8046824,0.7853928,0.81337625,0.8232587,0.7856191,0.7955495,0.765278
444,2021-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,2021-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,2021-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,2021-07-27,0.8629388,0.8573771,0.8581424,0.8695189,0.8723759,0.8702199,0.86715317,0.8290273,0.8205752,0.8173197,0.8537715,0.858879,0.8624637,0.8613716,0.77974975,0.78055763,0.7902691,0.8372555,0.85678875,0.8603953,0.8595491,0.770282,0.78328115,0.79434144,0.7992403,0.82220256,0.8444414,0.84219635,0.79835516,0.79401153,0.80472136,0.79884905,0.80453,0.8087262,0.8037039,0.8035522,0.7883511,0.80515987,0.81461596,0.792,0.7868715,0.76858526
448,2021-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,2021-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,2021-08-17,0.8610735,0.8390789,0.8010999,0.8294156,0.8676516,0.874265,0.8703931,0.8269485,0.81023467,0.80305797,0.8515795,0.8550152,0.86685395,0.86555463,0.7807402,0.7761714,0.7814146,0.8370545,0.8594716,0.86631,0.8645299,0.76327366,0.7761843,0.7841374,0.80948263,0.8257777,0.8481903,0.83906364,0.78378963,0.78574896,0.80040765,0.8010936,0.80653965,0.8050865,0.79685664,0.79465187,0.78023607,0.8086951,0.8155438,0.78659505,0.78535765,0.7629854
451,2021-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,2021-08-31,0.8752859,0.8738523,0.87366563,0.88527507,0.88850856,0.8883734,0.88141865,0.8421474,0.83437055,0.82067275,0.86842674,0.8784502,0.8824019,0.88084656,0.7910849,0.79390925,0.7964441,0.85257596,0.87534165,0.87882876,0.87569547,0.78079945,0.79463476,0.7981227,0.8074601,0.83698887,0.8599674,0.85718817,0.8001009,0.80653346,0.8151304,0.81525,0.8112453,0.8158416,0.81458527,0.8148658,0.80024254,0.82076615,0.82633793,0.8024922,0.790556,0.7748962
453,2021-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,2021-09-14,0.81962335,0.8188241,0.8164621,0.81914794,0.8282274,0.833411,0.8256712,0.7868388,0.7744117,0.7781682,0.79867357,0.79224575,0.79665846,0.7922267,0.749081,0.75221366,0.7450912,0.76022923,0.7550379,0.77629995,0.7805176,0.7440918,0.74963576,0.73894674,0.73098874,0.73915637,0.7619963,0.7628572,0.74367964,0.73239505,0.7432017,0.74015856,0.7255174,0.7205227,0.7223842,0.7469094,0.7246903,0.7541753,0.7664778,0.73983276,0.7244326,0.6970647
455,2021-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,2021-09-28,0.6277535,0.62926537,0.6303532,0.64072514,0.6497412,0.64535695,0.6270828,0.60603124,0.607116,0.59967434,0.6284707,0.63367426,0.62811124,0.62129325,0.58941776,0.58554804,0.58944714,0.6090004,0.6141315,0.606302,0.6133794,0.58113813,0.58224356,0.5831765,0.5846907,0.5771637,0.5552117,0.5562017,0.58740884,0.58210826,0.5750228,0.5528799,0.54504305,0.5277949,0.51626736,0.59383124,0.5863974,0.56514657,0.5141565,0.52727884,0.53326035,0.50591666
457,2021-10-05,0.6277535,0.62926537,0.6303532,0.64072514,0.6497412,0.64535695,0.6270828,0.60603124,0.607116,0.59967434,0.6284707,0.63367426,0.62811124,0.62129325,0.58941776,0.58554804,0.58944714,0.6090004,0.6141315,0.606302,0.6133794,0.58113813,0.58224356,0.5831765,0.5846907,0.5771637,0.5552117,0.5562017,0.58740884,0.58210826,0.5750228,0.5528799,0.54504305,0.5277949,0.51626736,0.59383124,0.5863974,0.56514657,0.5141565,0.52727884,0.53326035,0.50591666
458,2021-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,2021-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,2021-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,2021-11-02,0.23437417,0.24758455,0.28433415,0.2780549,0.24163418,0.24716541,0.28943098,0.23405032,0.26049185,0.29152304,0.31193104,0.2845454,0.27141637,0.30001634,0.28870848,0.30468094,0.31978935,0.35021114,0.31576702,0.3200977,0.3345646,0.3389709,0.36445522,0.35396236,0.36874345,0.38082352,0.3691723,0.397699,0.36828667,0.38365322,0.39045197,0.42791244,0.4407188,0.3912506,0.42180255,0.36803788,0.3956499,0.42777637,0.4152997,0.4496372,0.45311096,0.48118144
462,2021-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,2021-11-16,0.017784106,0.0076373387,0.00035784676,0.0010046957,0.0017010606,0.0017825129,0.0040731304,0.019023165,0.014840929,0.0048525734,0.0040607257,0.005441004,0.005409175,0.015149156,0.014557333,0.024142908,0.016509088,0.009656182,0.010197869,0.0060218265,0.021796389,0.008904674,0.0145411035,0.019505173,0.012590638,0.011983677,0.014931511,0.028478501,0.012961126,0.015123371,0.020128688,0.022263141,0.020499134,0.021639448,0.031594083,0.010349001,0.012264005,0.013480723,0.0145896245,0.017962486,0.022953808,0.031241555
464,2021-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,2021-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,2021-12-14,0.12518755,0.10353735,0.030885553,0.00015452855,,,0.027701098,0.029190836,0.024966428,0.0109573435,,,0.00072006095,0.03782512,0.024883086,0.023815203,0.017463906,0.014181354,0.012211777,0.025211265,0.063861646,0.035088066,0.03988934,0.03456728,0.03568762,0.062896706,0.08921671,0.14746034,0.10341827,0.117104374,0.14028674,0.17563824,0.27193925,0.26594412,0.2943084,0.25372183,0.15213706,0.28886306,,,,
468,2021-12-21,,,0.0027963521,0.0073847254,0.010332502,0.01085172,0.0113248145,0.0008998399,,,0.0015681168,0.005018878,0.009682901,0.009550393,0.003194484,,,,0.00092852034,0.006600689,0.0085282475,,,,,,0.003612088,0.0076462575,,,,,,,0.0029075553,,,,,,,
469,2021-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,2022-01-11,0.5188718,0.5202224,0.52565587,0.5548018,0.54953736,0.52740544,0.4718346,0.6973638,0.730075,0.70925343,0.5886415,0.5617166,0.6025343,0.49522164,0.79969734,0.8183951,0.7860463,0.6048439,0.5752631,0.57660747,0.5755528,0.7890174,0.80281913,0.8204435,0.75987345,0.7030432,0.6413037,0.6078378,0.7771181,0.77917725,0.7846788,0.79899263,0.8022393,0.76737255,0.73386836,0.7733852,0.7669487,0.7606375,0.73955613,0.79762167,0.78510475,0.76107585
472,2022-01-18,0.50177824,0.48445353,0.53269,0.5255734,0.5330665,0.5354207,0.4512992,0.6540886,0.68211883,0.7005073,0.57165974,0.5554744,0.56660104,0.52588254,0.7948375,0.80085695,0.7747296,0.65177315,0.5758015,0.57566357,0.5704874,0.7968623,0.7988291,0.78874356,0.7735008,0.72167814,0.64088213,0.61148065,0.8005568,0.7965892,0.78777534,0.7856447,0.79689205,0.7470192,0.7466629,0.7857738,0.7904183,0.7501158,0.73862004,0.77412,0.77377015,0.76956195
473,2022-01-25,0.50177824,0.48445353,0.53269,0.5255734,0.5330665,0.5354207,0.4512992,0.6540886,0.68211883,0.7005073,0.57165974,0.5554744,0.56660104,0.52588254,0.7948375,0.80085695,0.7747296,0.65177315,0.5758015,0.57566357,0.5704874,0.7968623,0.7988291,0.78874356,0.7735008,0.72167814,0.64088213,0.61148065,0.8005568,0.7965892,0.78777534,0.7856447,0.79689205,0.7470192,0.7466629,0.7857738,0.7904183,0.7501158,0.73862004,0.77412,0.77377015,0.76956195
474,2022-02-01,0.55732644,0.5390322,0.5433198,0.53757566,0.5372049,0.5508978,0.5888591,0.7020614,0.71801394,0.6741999,0.5642977,0.5611722,0.6005511,0.5696855,0.8036722,0.807901,0.7523895,0.62569267,0.5698292,0.56096923,0.59088683,0.77978474,0.7835061,0.7896388,0.7538094,0.68849456,0.61476046,0.60193974,0.7804432,0.77129394,0.7675256,0.7641279,0.76246494,0.7349093,0.7158063,0.77583396,0.7594924,0.7444419,0.7135364,0.77210844,0.7575687,0.74546367
475,2022-02-08,0.57487804,0.5212289,0.5491447,0.5292324,0.546794,0.58026373,0.6161202,0.6879129,0.72764975,0.6607748,0.5593006,0.5659179,0.59148145,0.5548886,0.80215603,0.79692346,0.73140115,0.6219897,0.574156,0.5627352,0.5977324,0.7646364,0.76979065,0.7892609,0.7429296,0.71030957,0.6199458,0.61802715,0.7615721,0.75780374,0.7635585,0.7624843,0.76001084,0.71918017,0.7126421,0.7575607,0.7447118,0.72621524,0.7110486,0.7563829,0.7514517,0.73569286
476,2022-02-15,0.5613778,0.53282756,0.54544926,0.52610475,0.5392091,0.58507717,0.5765253,0.6845627,0.69036156,0.6408675,0.5625368,0.5602795,0.6021666,0.5479267,0.78168184,0.78636974,0.73505706,0.61872196,0.61166656,0.5815872,0.5790196,0.7653233,0.77178055,0.77143455,0.73919046,0.7076606,0.61747,0.6036831,0.75561893,0.7523674,0.7557203,0.756414,0.7593695,0.71772826,0.7109006,0.7583743,0.7421931,0.7193719,0.70433986,0.7525626,0.7554311,0.7361934
477,2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,2022-03-08,0.55835104,0.5026816,0.51853263,0.49096388,0.5370044,0.59589946,0.5830483,0.66177547,0.6687425,0.63115126,0.48589805,0.5207906,0.5698622,0.55288905,0.76569587,0.76143944,0.66369236,0.5011668,0.48990285,0.54817957,0.5803422,0.72934055,0.73186094,0.69296527,0.592656,0.5913588,0.58184206,0.5971694,0.709483,0.71222144,0.71995217,0.70880055,0.70319843,0.6812337,0.6635588,0.7133705,0.70553094,0.66685027,0.64800197,0.70916945,0.70004326,0.6890771
480,2022-03-15,0.52322274,0.48851347,0.5057488,0.49510467,0.5406652,0.5981534,0.58268815,0.6231739,0.63069403,0.5965741,0.49579066,0.55265117,0.5975341,0.5785778,0.7025014,0.7135667,0.6689508,0.55233663,0.5366831,0.5747784,0.5786853,0.6896455,0.6900624,0.6892727,0.65329003,0.61508536,0.5935461,0.5714468,0.684807,0.6810022,0.67028373,0.6721907,0.6741096,0.6624794,0.63359517,0.688582,0.67531174,0.6507972,0.5965907,0.6956358,0.6785649,0.6639546
481,2022-03-22,0.52322274,0.48851347,0.5057488,0.49510467,0.5406652,0.5981534,0.58268815,0.6231739,0.63069403,0.5965741,0.49579066,0.55265117,0.5975341,0.5785778,0.7025014,0.7135667,0.6689508,0.55233663,0.5366831,0.5747784,0.5786853,0.6896455,0.6900624,0.6892727,0.65329003,0.61508536,0.5935461,0.5714468,0.684807,0.6810022,0.67028373,0.6721907,0.6741096,0.6624794,0.63359517,0.688582,0.67531174,0.6507972,0.5965907,0.6956358,0.6785649,0.6639546
482,2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,2022-04-05,0.6021796,0.5669665,0.58275944,0.57804006,0.6113202,0.65666425,0.6596927,0.6647309,0.6756123,0.6621914,0.5793323,0.5967304,0.6455699,0.6488831,0.75751805,0.7599198,0.7124466,0.6028987,0.59612954,0.63306415,0.64620084,0.7365905,0.7469575,0.7439366,0.66489625,0.65111476,0.6089075,0.6302396,0.7330449,0.72433174,0.723626,0.7250239,0.7242149,0.6847761,0.68476325,0.7475141,0.7321718,0.69073147,0.67538846,0.72625077,0.73144925,0.7115903
484,2022-04-12,0.5476372,0.5392425,0.55269146,0.56277966,0.58681685,0.6124258,0.5883152,0.5672123,0.5689389,0.5810456,0.553567,0.5739619,0.58873475,0.57974774,0.6124424,0.6179945,0.60506946,0.55925745,0.555612,0.5674235,0.58138126,0.6026063,0.60749716,0.6022232,0.5827759,0.55870694,0.55498546,0.5607682,0.593601,0.5912676,0.591647,0.59334147,0.5840991,0.5823229,0.56967264,0.6024681,0.5924926,0.56895095,0.56008595,0.6127085,0.60358846,0.5899246
485,2022-04-19,0.7061238,0.7006789,0.71442896,0.71778846,0.7485265,0.7773471,0.7710962,0.7337076,0.73057723,0.7279508,0.713708,0.73231345,0.7632201,0.76107115,0.76860654,0.7805576,0.7637287,0.70259047,0.7089142,0.7416968,0.7504626,0.7600785,0.7708683,0.7685182,0.740167,0.7200093,0.710644,0.7150059,0.7611266,0.76339763,0.7680273,0.76119757,0.75607383,0.74376225,0.7302347,0.7710391,0.7584152,0.7489919,0.7332517,0.77657306,0.7621495,0.7440702
486,2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,2022-05-03,0.8463195,0.84791553,0.8450306,0.84973544,0.8413598,0.8409257,0.83672273,0.83086205,0.83206165,0.81635314,0.8358743,0.834982,0.8423337,0.8364994,0.8098799,0.814689,0.8172277,0.8289835,0.84252703,0.8498625,0.85919267,0.81227976,0.83041894,0.8305518,0.82132584,0.8392475,0.8567147,0.8539869,0.8387022,0.8448743,0.84716165,0.84039056,0.8324499,0.8415286,0.84316194,0.8473138,0.8451077,0.8452837,0.84252834,0.82667285,0.81455857,0.8127237
488,2022-05-10,0.8834498,0.8801594,0.882727,0.88837314,0.8859376,0.883482,0.8789848,0.84611875,0.8394326,0.8262781,0.87074256,0.8781313,0.8792187,0.87967867,0.7901838,0.7896823,0.81631505,0.8543877,0.87675256,0.88277024,0.8862774,0.7804985,0.78909695,0.7973311,0.8119812,0.846657,0.8754889,0.8696221,0.7945678,0.80173385,0.8147456,0.8127667,0.8152643,0.827072,0.8182946,0.8033627,0.79484606,0.8202211,0.8281238,0.80962557,0.79347456,0.78404135
489,2022-05-17,0.8834498,0.8801594,0.882727,0.88837314,0.8859376,0.883482,0.8789848,0.84611875,0.8394326,0.8262781,0.87074256,0.8781313,0.8792187,0.87967867,0.7901838,0.7896823,0.81631505,0.8543877,0.87675256,0.88277024,0.8862774,0.7804985,0.78909695,0.7973311,0.8119812,0.846657,0.8754889,0.8696221,0.7945678,0.80173385,0.8147456,0.8127667,0.8152643,0.827072,0.8182946,0.8033627,0.79484606,0.8202211,0.8281238,0.80962557,0.79347456,0.78404135
